AccidentKey_FromNDOR,AccidentYear,AccidentDate,PedestrianOrPedalcyclist,Latitude,Longitude,AccidentSeverity_CodeFromNDOR,TotalFatalities,TotalInjuries,Time,AlcoholInvolved,WeatherConditions,Douglas_Sarpy_LandUseCode,CountyName,CityName,Census_CityPopulation2000,Census_CityPopulation2010,Census_STATEFP10,Census_PLACEFP10,Census_PLACENS10
209010175,2008,11/3/08 0:00,Pedestrian,41.2964229999999,-96.1581369999999,2,0,1,1549,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209012042,2008,11/16/08 0:00,Pedestrian,41.2596259999999,-95.995434,2,0,1,1712,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209012262,2008,11/25/08 0:00,Pedestrian,41.2923249999999,-96.0239289999999,2,0,1,703,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209012592,2008,11/18/08 0:00,Pedestrian,41.23355,-95.938049,4,0,1,1858,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209012616,2008,11/29/08 0:00,Pedestrian,41.224392,-95.97638,2,0,2,2326,N,"Sleet, hail, freezing rain/drizzle",LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209013391,2008,11/24/08 0:00,Pedestrian,41.264786,-95.9615569999999,4,0,1,1106,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209014606,2008,12/4/08 0:00,Pedestrian,41.317573,-95.956507,3,0,1,1515,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209015266,2008,12/8/08 0:00,Pedestrian,41.1432569999999,-95.908524,3,0,1,1801,N,Cloudy,LDR,Sarpy,Bellevue,44373,50137,31,3950,2394120
209015286,2008,12/8/08 0:00,Cyclists,41.285023,-96.0413,4,0,1,1528,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209016958,2008,11/29/08 0:00,Pedestrian,41.2282489999999,-95.936822,2,0,1,2320,N,Rain,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209018089,2008,12/20/08 0:00,Pedestrian,41.236797,-95.9590489999999,2,0,1,1720,N,Snow,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209020065,2009,1/5/09 0:00,Pedestrian,41.2773929999999,-96.134572,3,0,1,1500,N,Unknown,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209021270,2009,1/14/09 0:00,Pedestrian,41.278232,-95.9523149999999,2,0,1,1600,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209021979,2009,1/16/09 0:00,Pedestrian,41.2797389999999,-95.976904,4,0,1,1345,Y,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209023306,2009,1/22/09 0:00,Pedestrian,41.293581,-95.944595,4,0,1,1015,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209023778,2009,1/23/09 0:00,Pedestrian,41.3198209999999,-96.050621,3,0,1,2228,N,Clear,LDR,Douglas,,,,,,
209024270,2009,1/28/09 0:00,Pedestrian,41.285026,-95.9950869999999,4,0,1,1456,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209027110,2009,5/20/09 0:00,Cyclists,41.321888,-96.047475,2,0,1,715,N,Clear,LDR,Douglas,,,,,,
209027115,2009,5/20/09 0:00,Pedestrian,41.313063,-95.997366,2,0,1,1600,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209027921,2009,2/25/09 0:00,Pedestrian,41.193154,-95.933575,3,0,1,1815,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209028486,2009,2/19/09 0:00,Pedestrian,41.3077469999999,-95.984863,4,0,1,1600,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209028830,2009,5/22/09 0:00,Pedestrian,41.183788,-96.1244669999999,2,0,1,1548,N,Clear,LDR,Sarpy,Chalco,10736,10994,31,8640,2393371
209028903,2009,3/2/09 0:00,Pedestrian,41.2783439999999,-95.95044,4,0,1,2050,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209029421,2009,3/8/09 0:00,Pedestrian,41.288676,-95.959556,2,0,1,305,Y,Rain,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209029424,2009,3/8/09 0:00,Pedestrian,41.2904979999999,-96.030399,2,0,1,1815,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209029526,2009,3/9/09 0:00,Pedestrian,41.1375439999999,-96.042934,4,0,1,725,N,"Fog, smog, smoke",LDR,Sarpy,Papillion,18618,18894,31,38295,2396139
209030434,2009,3/3/09 0:00,Pedestrian,41.21645,-95.9485559999999,1,1,0,1954,Y,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209030477,2009,3/10/09 0:00,Pedestrian,41.2342379999999,-95.9758499999999,4,0,1,715,N,Rain,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209031360,2009,3/23/09 0:00,Pedestrian,41.3157509999999,-95.9673499999999,2,0,1,705,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209031908,2009,3/26/09 0:00,Cyclists,41.248797,-96.043018,4,0,1,1630,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209032719,2009,3/27/09 0:00,Cyclists,41.2481579999999,-95.944652,3,0,1,743,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209033458,2009,4/8/09 0:00,Cyclists,41.296019,-96.165992,3,0,1,1835,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209034162,2009,4/15/09 0:00,Cyclists,41.3093939999999,-95.951761,3,0,2,1830,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209034164,2009,4/15/09 0:00,Pedestrian,41.297719,-95.976128,2,0,1,1125,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209036033,2009,4/23/09 0:00,Pedestrian,41.1483449999999,-95.893872,3,0,1,1915,N,Not stated,LDR,Sarpy,Bellevue,44373,50137,31,3950,2394120
209036358,2009,4/27/09 0:00,Pedestrian,41.2742569999999,-95.966125,4,0,3,2145,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209037122,2009,5/11/09 0:00,Cyclists,41.234293,-96.0258149999999,3,0,1,1800,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209037225,2009,5/6/09 0:00,Pedestrian,41.2842729999999,-95.994878,3,0,3,1553,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209037315,2009,5/7/09 0:00,Cyclists,41.304906,-95.968011,4,0,1,2045,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209037332,2009,5/7/09 0:00,Cyclists,41.2266309999999,-96.117361,3,0,1,1810,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209037522,2009,5/12/09 0:00,Cyclists,41.317568,-95.9693979999999,3,0,1,2499,N,Rain,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209037740,2009,5/8/09 0:00,Pedestrian,41.299539,-95.9638369999999,2,0,1,1842,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209038025,2009,5/10/09 0:00,Pedestrian,41.3130329999999,-95.9521199999999,3,0,1,1730,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209038197,2009,5/5/09 0:00,Cyclists,41.28244,-95.947035,2,0,1,1731,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209038228,2009,5/15/09 0:00,Pedestrian,41.2979199999999,-95.9601779999999,2,0,1,38,Y,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209038302,2009,5/5/09 0:00,Cyclists,41.2065559999999,-96.177305,4,0,1,1639,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209038731,2009,5/16/09 0:00,Cyclists,41.270501,-96.0120179999999,3,0,1,816,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209038907,2009,5/17/09 0:00,Cyclists,41.2399249999999,-95.9273309999999,3,0,1,1615,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209038923,2009,5/18/09 0:00,Cyclists,41.2120439999999,-95.941124,3,0,1,1300,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209039299,2009,5/22/09 0:00,Pedestrian,41.193755,-96.1480459999999,3,0,1,1537,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209039666,2009,5/23/09 0:00,Pedestrian,41.2252969999999,-95.947057,3,0,1,2320,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209039667,2009,5/23/09 0:00,Pedestrian,41.241523,-95.985837,2,0,1,2300,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209039737,2009,8/30/09 0:00,Cyclists,41.364612,-96.154903,3,0,1,1849,Y,Clear,LDR,Douglas,Bennington,1041,1458,31,4405,2394137
209039829,2009,5/25/09 0:00,Cyclists,41.2154519999999,-95.9437029999999,3,0,1,1723,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209040191,2009,5/27/09 0:00,Pedestrian,41.20534,-96.074464,4,0,1,2499,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209040296,2009,5/28/09 0:00,Pedestrian,41.1908499999999,-96.1658319999999,3,0,3,1910,N,Clear,LDR,Douglas,,,,,,
209040438,2009,5/30/09 0:00,Cyclists,41.294744,-95.9382209999999,2,0,1,1801,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209041106,2009,6/11/09 0:00,Pedestrian,41.256041,-96.036617,3,0,1,2257,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209041116,2009,6/11/09 0:00,Pedestrian,41.321513,-95.9594129999999,4,0,2,316,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209041145,2009,6/1/09 0:00,Pedestrian,41.137481,-95.9645239999999,4,0,1,1127,N,Cloudy,LDR,Sarpy,Bellevue,44373,50137,31,3950,2394120
209041221,2009,6/10/09 0:00,Cyclists,41.1512889999999,-95.912986,3,0,1,1447,N,Cloudy,LDR,Sarpy,Bellevue,44373,50137,31,3950,2394120
209041457,2009,6/3/09 0:00,Pedestrian,41.3200379999999,-95.956518,4,0,1,1724,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209041569,2009,6/5/09 0:00,Pedestrian,41.2705479999999,-96.0307909999999,3,0,1,2315,Y,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209041587,2009,6/5/09 0:00,Cyclists,41.2914019999999,-95.977642,2,0,1,2000,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209041827,2009,6/4/09 0:00,Pedestrian,41.2686479999999,-95.9615009999999,4,0,1,2007,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209041857,2009,6/5/09 0:00,Cyclists,41.2705479999999,-96.0307909999999,3,0,1,2315,Y,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209041862,2009,6/12/09 0:00,Pedestrian,41.280016,-96.212187,3,0,1,1759,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209041926,2009,6/5/09 0:00,Pedestrian,41.306696,-95.983001,3,0,1,1611,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209042346,2009,6/15/09 0:00,Pedestrian,41.1984599999999,-96.053888,4,0,1,1215,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209042995,2009,6/26/09 0:00,Pedestrian,41.261648,-95.9950939999999,2,0,1,2205,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209043038,2009,6/18/09 0:00,Pedestrian,41.3017169999999,-96.041606,3,0,1,1400,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209043145,2009,6/27/09 0:00,Cyclists,41.21072,-95.9742159999999,2,0,1,1530,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209043291,2009,6/28/09 0:00,Pedestrian,41.2731489999999,-95.990921,4,0,1,1,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209043667,2009,6/20/09 0:00,Pedestrian,41.193221,-96.144023,3,0,1,940,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209043676,2009,6/20/09 0:00,Pedestrian,41.2947089999999,-95.956573,2,0,1,307,Y,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209044115,2009,6/23/09 0:00,Pedestrian,41.2053119999999,-96.1387799999999,4,0,1,730,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209044916,2009,7/11/09 0:00,Pedestrian,41.3263439999999,-95.954828,2,0,1,1302,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209045505,2009,7/6/09 0:00,Pedestrian,41.2817849999999,-95.9806109999999,3,0,1,1600,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209045769,2009,7/7/09 0:00,Cyclists,41.2492209999999,-96.155297,4,0,1,1245,N,Unknown,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209046093,2009,7/14/09 0:00,Cyclists,41.28866,-95.972164,4,0,1,1750,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209046159,2009,9/6/09 0:00,Pedestrian,41.2221309999999,-95.9451959999999,4,0,1,2300,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209046349,2009,7/8/09 0:00,Pedestrian,41.1313579999999,-96.066169,2,0,1,1612,N,Clear,LDR,Sarpy,,,,,,
209047460,2009,7/17/09 0:00,Cyclists,41.240709,-96.1889469999999,3,0,1,535,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209047723,2009,7/27/09 0:00,Cyclists,41.323787,-95.9568359999999,4,0,1,1511,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209047759,2009,7/19/09 0:00,Cyclists,41.200625,-95.965314,3,0,1,1808,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209048535,2009,10/20/09 0:00,Pedestrian,41.312595,-96.343585,2,0,1,1720,N,Cloudy,LDR,Douglas,Valley,1789,1875,31,50020,2397110
209049289,2009,8/17/09 0:00,Pedestrian,41.314577,-95.967684,1,1,0,1654,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209049911,2009,8/11/09 0:00,Cyclists,41.3092279999999,-96.1124209999999,4,0,1,1408,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209050136,2009,8/6/09 0:00,Pedestrian,41.248361,-96.08494,2,0,2,1810,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209050184,2009,8/12/09 0:00,Cyclists,41.31387,-95.970866,2,0,1,1405,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209050263,2009,8/4/09 0:00,Pedestrian,41.251618,-96.256241,4,0,1,1727,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209051015,2009,8/15/09 0:00,Cyclists,41.212387,-96.1077059999999,3,0,1,1408,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209051153,2009,8/14/09 0:00,Cyclists,41.2514109999999,-96.113099,3,0,1,1510,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209051361,2009,8/14/09 0:00,Cyclists,41.225492,-96.1240449999999,4,0,1,1830,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209051615,2009,8/16/09 0:00,Pedestrian,41.297919,-96.0533319999999,3,0,1,1955,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209051829,2009,8/18/09 0:00,Cyclists,41.154429,-96.0468809999999,4,0,1,1645,N,Clear,LDR,Sarpy,Papillion,18618,18894,31,38295,2396139
209052080,2009,7/4/09 0:00,Pedestrian,41.316302,-96.0391659999999,3,0,1,2003,N,Cloudy,LDR,Douglas,,,,,,
209052155,2009,7/6/09 0:00,Cyclists,41.376184,-96.1962599999999,3,0,1,1730,N,Cloudy,LDR,Douglas,,,,,,
209053493,2009,8/24/09 0:00,Cyclists,41.2486249999999,-96.123969,3,0,1,820,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209053539,2009,8/21/09 0:00,Pedestrian,41.29202,-96.1251749999999,3,0,1,1420,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209053963,2009,9/1/09 0:00,Pedestrian,41.293534,-95.9758,2,0,1,1828,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209054431,2009,9/4/09 0:00,Pedestrian,41.3185539999999,-96.0724639999999,3,0,1,1324,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209054452,2009,9/4/09 0:00,Pedestrian,41.1991829999999,-96.143088,3,0,1,1515,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209054557,2009,9/5/09 0:00,Pedestrian,41.246578,-95.9531589999999,2,0,1,155,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209054814,2009,9/5/09 0:00,Cyclists,41.245638,-95.937346,3,0,1,1055,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209055393,2009,9/12/09 0:00,Pedestrian,41.224653,-96.037146,3,0,1,1912,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209055583,2009,9/14/09 0:00,Pedestrian,41.2596259999999,-95.995434,4,0,1,800,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209055764,2009,10/31/09 0:00,Pedestrian,41.2491899999999,-95.953721,2,0,1,2150,Y,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209057092,2009,9/26/09 0:00,Pedestrian,41.250539,-95.951817,3,0,1,1215,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209057315,2009,9/18/09 0:00,Pedestrian,41.313895,-95.947321,3,0,1,1315,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209057503,2009,9/30/09 0:00,Cyclists,41.227563,-96.1195309999999,4,0,1,1708,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209057569,2009,9/20/09 0:00,Pedestrian,41.3088399999999,-95.983007,4,0,1,1840,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209057726,2009,9/23/09 0:00,Pedestrian,41.2814989999999,-95.939643,3,0,1,1900,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209057751,2009,9/27/09 0:00,Pedestrian,41.2925189999999,-95.9661239999999,4,0,1,1714,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209057961,2009,9/29/09 0:00,Pedestrian,41.315755,-95.963086,4,0,1,1912,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209058025,2009,9/29/09 0:00,Cyclists,41.349822,-96.257165,3,0,1,738,N,Clear,LDR,Douglas,,,,,,
209058074,2009,9/24/09 0:00,Cyclists,41.1762969999999,-96.1388429999999,3,0,1,2499,N,Clear,LDR,Sarpy,Chalco,10736,10994,31,8640,2393371
209058372,2009,10/1/09 0:00,Pedestrian,41.276426,-95.983524,2,0,1,1959,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209059847,2009,10/3/09 0:00,Pedestrian,41.286937,-95.940938,4,0,1,1104,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
209059850,2009,10/4/09 0:00,Cyclists,41.263494,-95.966757,3,0,1,1640,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210001034,2009,10/27/09 0:00,Pedestrian,41.2382029999999,-95.9373729999999,4,0,1,659,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210001283,2009,10/29/09 0:00,Pedestrian,41.288131,-95.9470139999999,4,0,1,1930,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210001449,2009,10/19/09 0:00,Pedestrian,41.150292,-96.2450089999999,2,0,1,803,N,Clear,LDR,Sarpy,,,,,,
210001528,2009,10/18/09 0:00,Cyclists,41.2995439999999,-95.9710039999999,4,0,1,1510,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210003124,2010,1/20/10 0:00,Pedestrian,41.1762039999999,-96.037513,3,0,1,737,N,Cloudy,LDR,Sarpy,Papillion,18618,18894,31,38295,2396139
210004250,2009,11/2/09 0:00,Pedestrian,41.213197,-95.963779,3,0,1,2499,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210004665,2009,11/3/09 0:00,Pedestrian,41.243029,-95.987835,4,0,1,1738,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210004704,2009,11/5/09 0:00,Cyclists,41.182912,-95.967331,4,0,1,1835,N,Clear,LDR,Sarpy,,,,,,
210004845,2009,11/9/09 0:00,Cyclists,41.188934,-96.119605,4,0,1,1335,N,Clear,LDR,Sarpy,Chalco,10736,10994,31,8640,2393371
210005000,2009,11/10/09 0:00,Cyclists,41.2814029999999,-95.964258,3,0,1,1900,Y,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210005015,2009,11/4/09 0:00,Cyclists,41.292324,-95.955438,3,0,1,928,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210006001,2009,11/21/09 0:00,Pedestrian,41.201317,-95.963802,4,0,2,1,Y,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210006034,2009,11/21/09 0:00,Pedestrian,41.2883179999999,-95.9843549999999,4,0,1,2499,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210008040,2009,12/1/09 0:00,Pedestrian,41.3008189999999,-96.0814589999999,4,0,1,1545,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210009398,2009,12/14/09 0:00,Pedestrian,41.306657,-95.9469469999999,4,0,1,1730,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210009489,2009,12/14/09 0:00,Pedestrian,41.110638,-96.042867,4,0,2,1349,N,Severe crosswinds,LDR,Sarpy,,,,,,
210010153,2009,12/15/09 0:00,Pedestrian,41.23503,-95.939717,4,0,1,2300,N,Unknown,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210012426,2009,12/28/09 0:00,Pedestrian,41.2451429999999,-95.975814,3,0,1,940,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210013317,2009,12/31/09 0:00,Pedestrian,41.239767,-96.0509739999999,4,0,1,645,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210018034,2010,1/17/10 0:00,Pedestrian,41.2797529999999,-96.03534,3,0,1,1519,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210019343,2010,1/24/10 0:00,Pedestrian,41.2233439999999,-95.9462889999999,4,0,3,2030,N,Snow,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210019503,2010,1/31/10 0:00,Pedestrian,41.286028,-95.9483319999999,4,0,1,215,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210021075,2010,2/7/10 0:00,Pedestrian,41.322811,-95.969419,4,0,1,1155,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210022411,2010,5/14/10 0:00,Pedestrian,41.1820019999999,-96.033798,4,0,1,757,N,Clear,LDR,Sarpy,La Vista,11690,15758,31,26385,2395575
210023267,2010,2/28/10 0:00,Pedestrian,41.1251109999999,-95.9489169999999,2,0,1,1309,N,Clear,LDR,Sarpy,Offutt AFB,9020,4644,31,35875,2393168
210025669,2010,3/5/10 0:00,Pedestrian,41.283616,-95.9938429999999,2,0,1,1632,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210025710,2010,3/6/10 0:00,Pedestrian,41.294525,-95.937368,2,0,1,1934,Y,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210025802,2010,3/4/10 0:00,Pedestrian,41.2886549999999,-95.9707209999999,4,0,1,1432,N,Unknown,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210027248,2010,3/27/10 0:00,Pedestrian,41.315756,-95.9625589999999,2,0,1,1210,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210027362,2010,3/22/10 0:00,Pedestrian,41.22699,-95.9975029999999,4,0,1,2220,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210027557,2010,3/24/10 0:00,Pedestrian,41.229474,-95.9601009999999,4,0,1,1100,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210027657,2010,3/30/10 0:00,Pedestrian,41.280293,-95.9409809999999,3,0,1,2100,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210027814,2010,3/16/10 0:00,Pedestrian,41.293857,-95.972166,2,0,1,1613,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210028817,2010,4/1/10 0:00,Pedestrian,41.3187369999999,-95.956512,3,0,1,2499,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210029087,2010,4/2/10 0:00,Cyclists,41.2487759999999,-96.064992,3,0,1,1920,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210029101,2010,4/13/10 0:00,Cyclists,41.3017159999999,-96.0388779999999,3,0,1,1855,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210029412,2010,4/8/10 0:00,Pedestrian,41.281697,-95.948576,4,0,1,750,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210029497,2010,4/5/10 0:00,Pedestrian,41.30586,-95.99503,3,0,1,1540,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210029537,2010,4/10/10 0:00,Cyclists,41.247608,-95.9518199999999,3,0,1,1400,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210030636,2010,4/18/10 0:00,Cyclists,41.1762969999999,-96.1388429999999,3,0,1,1614,N,Cloudy,LDR,Sarpy,Chalco,10736,10994,31,8640,2393371
210031035,2010,4/28/10 0:00,Cyclists,41.3130359999999,-95.954166,3,0,1,2499,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210031047,2010,4/28/10 0:00,Pedestrian,41.274897,-95.961504,2,0,1,2023,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210031320,2010,4/30/10 0:00,Pedestrian,41.2995799999999,-95.995067,4,0,1,2499,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210032844,2010,5/13/10 0:00,Pedestrian,41.2456099999999,-95.953153,2,0,1,551,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210033036,2010,5/1/10 0:00,Cyclists,41.248012,-95.953646,4,0,1,1002,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210033116,2010,5/14/10 0:00,Pedestrian,41.236485,-96.1276579999999,4,0,1,1540,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210033162,2010,5/2/10 0:00,Pedestrian,41.2461759999999,-95.9518209999999,2,0,1,1634,N,Cloudy,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210033326,2010,5/1/10 0:00,Pedestrian,41.2941259999999,-95.9770089999999,2,0,1,1,Y,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
210033485,2010,5/4/10 0:00,Pedestrian,41.254928,-95.9980249999999,4,0,1,1733,N,Clear,LDR,Douglas,Omaha,408735,408958,31,37000,2396064
